chr	start	end	log2_TNratio_corrected
1	241226702	242269801	0.292283021539775
1	242269802	243025501	0.233033702700354
1	243025502	245446801	0.214968143655441
1	245446802	245718901	0.0665024156038517
1	245718902	247632901	0.196837410436799
2	1000202	1314001	0.00190966158497319
2	1314002	1566901	0.100620909102616
2	1566902	1757101	0.014660461390881
2	1757102	1952401	0.0490544679097871
2	1954502	2249401	0.0278934252179062
2	2254802	2637001	0.0914499209076771
2	2637002	2853901	0.0550223418394458
2	2853902	3714301	0.0553888718084909
2	3714302	4092601	0.0872992939619787
2	4092602	4909201	0.241380565040175
2	4909802	5649301	0.230777258121965
2	5649302	6192901	0.250856590573489
2	6195602	6825301	0.241141353846215
2	6825602	7695001	-0.0198381745366971
2	7695002	10623001	-0.0334839623271799
2	10626902	12337801	0.1046534538505
2	12337802	14211901	0.00119497721775576
2	14213402	15286801	0.0555713822733931
2	15287102	21780001	0.115774370017233
2	21785702	26158801	0.0475109001144738
2	26221502	29295301	0.0655339946799218
2	29295602	30159601	-0.0162687937901796
2	30165002	31099801	0.0216354371819806
2	31101602	34066201	-0.0498517226050596
2	34066202	35013301	0.143068344487552
2	35014202	36488101	0.265346712036107
2	36490202	40655701	NA
2	40656302	42619201	0.114102871542725
2	42638702	49265401	0.00757529191941116
2	49265402	50611501	0.194609728379502
2	50620202	53553901	0.0992322037225484
2	53553902	57658201	0.062958064525981
2	57677702	59477101	-0.0156203264459636
2	59478902	60853201	-0.0610934084288394
2	60856802	66859501	0.169533655414263
2	66859502	70622101	0.0467484548224865
2	70623002	71958301	0.0674768934158326
2	71963702	76040701	0.105179863992599
2	76040702	78982201	0.23794096529637
2	78982202	80672401	0.160122599670015
2	80681402	82740001	0.117205462607577
2	82740002	88693801	0.200767572826819
2	88695902	89844001	0.134867713398887
2	89844302	92270401	NA
2	92270402	97566001	0.105064782525786
2	97566002	99531301	0.0275939629796498
2	99534602	103290601	0.113863238358301
2	103290602	104542501	0.120126964910933
2	104542502	105288001	-0.0395377439211207
2	105288002	106153801	-0.00456454185809343
2	106153802	107678101	-0.078920909588629
2	107679602	108738601	-0.0474789485509558
2	108738602	111708901	0.0563943881725515
2	111710702	115596301	NA
2	115597802	116678401	0.122733257191582
2	116681102	118344001	0.191090120027494
2	118363202	119927101	0.0500275887204104
2	119927102	121670401	0.18238650620854
2	121672502	121973401	0.0728102210435504
2	121974902	122931001	-0.0631903813665738
2	122931602	124610401	0.0500404149915242
2	124611602	125947201	0.0471566400551717
2	125948702	127395601	0.121144963494818
2	127396802	129468301	0.0883659539283057
2	129468302	130105201	-0.187820518012724
2	130109702	130575001	0.155233928496536
2	130575602	131494801	0.0402356839061696
2	131495102	132096901	0.13673972876648
2	132102302	133097701	0.0221534791265093
2	133097702	136924501	0.0845260619352782
2	136924502	138239701	0.14277780868514
2	138241202	141162001	-0.0155201470626291
2	141171902	143407201	-0.0944706275565402
2	143407202	145384501	0.00267206692965709
2	145395002	149327101	-0.248704740486704
2	149327402	153818701	-0.501408858286514
2	153820802	159708001	-0.234247563027379
2	159708002	164810101	-0.32159400339668
2	164813702	167769001	-0.414682350273613
2	167769302	174726001	-0.468372205181959
2	174728402	177968401	-0.327288067319862
2	177968702	182282701	-0.531477859860902
2	182283302	185587201	-0.339219508476887
2	185595602	189750301	-0.290805634134532
2	189753902	195192301	NA
2	195192302	198970801	-0.222827232064851
2	198976802	204924601	0.453451533892539
2	204926102	208647601	0.31805777541144
2	208663502	212364001	0.436268769923299
2	212368202	214500001	0.51337289631475
2	214502402	216692101	0.397708475396326
2	216697202	220285501	0.480040633885558
2	220285502	220957801	0.432888559022531
2	220958402	221910301	0.471817282015331
2	221910302	222549601	0.433321442541587
2	222550502	224196601	0.570455699453604
2	224198702	226527901	0.420947914976819
2	226548302	230316001	0.542094203012234
2	230316902	232685401	0.456521458607947
2	232696202	235312201	0.426204396205202
2	235313102	237056101	0.529368774080923
2	237056102	237906001	0.518785817883754
2	237933602	239398201	0.426778931992355
2	239404202	239850301	0.391623587377236
2	239850602	240471901	0.470384020119526
2	240472502	240681001	0.412856739150449
2	240681002	241111801	0.483542382256408
2	241112102	241687201	0.533961536644241
3	999902	2159401	0.175082319452981
3	2162702	3258901	0.132422931808519
3	3258902	5895001	0.162838617886272
3	5896502	7166701	0.101445184354151
3	7166702	9570301	0.148830858340953
3	9571202	11941501	0.065769048781014
3	11942102	13835401	0.163011695853749
3	13835402	18221401	0.267920634283704
3	18221402	21391201	0.0365417606743579
3	21391202	23013901	-0.0156553270660864
3	23020502	25978501	0.123477101797601
3	25985102	29000101	NA
3	29005202	33324601	-0.0186910908404251
3	33327002	36675601	-0.00815472366858864
3	36676502	39514501	0.0688587209349701
3	39515702	44355601	0.104355392905516
3	44355602	50434801	0.234277928012268
3	50439002	52538401	0.0676226924484793
3	52538702	54633301	0.125709159948824
3	54633602	56055901	0.0561785808013614
3	56057102	62343001	-0.107781623760066
3	62343602	63600601	-0.0164097832592144
3	63603302	68903401	0.0846409648015968
3	68904302	70703101	-0.0397792735751101
3	70703102	73345201	0.152564622391678
3	73345202	74186701	0.235770220662912
3	74194502	75739801	0.221263758632319
3	75841202	77671501	0.312940247215046
3	77674202	80327701	0.285763497771812
3	80327702	83275501	0.256074869961023
3	83275502	85378801	0.204802725027183
3	85392902	86871301	0.25761481695719
3	86872802	88435501	NA
3	88436102	89949901	0.186493569917343
3	89949902	95631601	0.185845268457195
3	95632802	97473601	0.323773502130213
3	97473602	102443701	0.542816651286825
3	102465002	106369501	-0.283876733091014
3	106369502	108670801	-0.46102077558398
3	108670802	112538101	-0.428263978659164
3	112543502	116139601	-0.306019647242035
3	116139902	118792201	-0.330780811044415
3	118792202	126689101	-0.20182523881551
3	126755402	128219401	-0.461877474209047
3	128219402	130170001	NA
3	130170302	132061201	-0.561902201985992
3	132070802	134573101	-0.498589144125323
3	134573102	135668101	-0.38352824148715
3	135669302	140042101	-0.507265075531082
3	140042102	143473801	-0.465592944560995
3	143484002	148040101	-0.389048364715853
3	148040102	154486501	-0.385108554520481
3	154489802	158651701	-0.395759098717274
3	158651702	162666301	-0.168113837666613
3	162678902	166779001	0.327709165565787
3	166782902	171601801	0.962686837962428
3	171677102	176437501	0.949039442523643
3	176444102	180503401	-0.516174194156391
3	180504302	182088301	-0.358526365354375
3	182090402	184511401	-0.420909479785997
3	184514702	191771401	-0.215058812949662
3	191775002	192957301	-0.493814675390442
3	192959402	195551101	-0.367848789367899
4	2011802	3786601	0.00857312643741711
4	3786602	4749901	0.162806285921038
4	4752602	5362501	0.0700692041600497
4	5362502	5921701	-0.322946485901628
4	5921702	6243901	0.12355338153439
4	6244202	7362601	0.127720020151947
4	7371002	8664901	0.0472679670934288
4	8665502	8960701	-0.118686849917398
4	8960702	9570301	0.121869034492588
4	9572402	10542901	0.175138186464959
4	10543802	12173401	0.0305027761306445
4	12176702	16069501	0.104234824339082
4	16092302	17396701	0.0713216365716853
4	17397902	20352901	0.178940286749067
4	20354102	21849301	0.191542580514846
4	21849902	25622401	0.256035540955021
4	25622402	27149401	0.128671210181273
4	27154202	28903801	0.249813994119446
4	28903802	30494401	NA
4	30501602	31731601	0.169149365439401
4	31733402	34888201	0.230465898382451
4	34888202	36728401	0.0672219826431402
4	36729602	42211201	0.125515315130541
4	42211202	43351801	0.134127082853161
4	43351802	45407101	0.130632662909075
4	45407102	47672701	0.0613411255038541
4	47673302	55474201	0.0673956994110009
4	55475702	56552701	0.0590602108817379
4	56553002	58043101	-0.374773703007542
4	58043102	59375701	-0.393829688763051
4	59376002	61548001	-0.243548285262584
4	61550702	63220501	-0.274613870427264
4	63223202	65298601	-0.418925783235842
4	65298602	68036701	-0.251828221078473
4	68037902	75963301	-0.51411783980126
4	75981302	80498101	-0.497470884639517
4	80498402	83088001	-0.588774227978358
4	83090702	86358901	-0.493826808780674
4	86363702	89223601	-0.760484993819368
4	89224802	91776301	-0.592156402848728
4	91784102	94550401	-0.321154828724594
4	94552502	96584701	-0.522157499181366
4	96584702	100893001	-0.355801547625174
4	100902302	104583601	-0.404906819899566
4	104588102	109348801	-0.363137311776767
4	109351802	112308301	-0.45768490180966
4	112311902	116415001	-0.464961876639669
4	116417702	118881901	-0.302828172645704
4	118883702	121898701	-0.436249522438939
4	121899002	126637201	-0.417112821202113
4	126652802	128503201	-0.368672357346918
4	128505602	133045201	-0.221691107617366
4	133066202	135364201	-0.22596947095227
4	135364202	137399401	-0.310738284326397
4	137400302	139324501	-0.338936029064188
4	139333802	143175901	-0.549042894378241
4	143175902	145334401	-0.614814542366017
4	145334402	147740101	-0.386498909709282
4	147750002	149632201	-0.518688802194247
4	149634602	153039301	-0.364181357027923
4	153039302	156388801	-0.364216974627481
4	156391202	159452101	-0.467638590253768
4	159459302	162897901	-0.234458961489462
4	162898202	164735701	-0.331667359995966
4	164751602	165958501	-0.182578175192091
4	165969302	168294601	-0.248985359731197
4	168298202	171815701	-0.351272218844769
4	171818402	173025301	-0.322891985355071
4	173025302	174124201	-0.39834445027209
4	174124202	176159101	-0.37198966318916
4	176159102	177434101	-0.30025872489621
4	177434102	178936501	-0.397344292985475
4	178937102	180379501	-0.39227534837276
4	180381002	181393201	-0.289512076729782
4	181393202	182290201	-0.415033280536212
4	182296502	182997601	-0.33414691213343
4	182997602	183614701	-0.380244115130931
4	183614702	187275001	-0.298096881622008
4	187279802	188383501	-0.219310213612929
4	188383502	188955001	-0.359393336651784
4	188955002	189247201	-0.37009854094337
4	189248702	189723301	-0.233649833712685
4	189726002	190404001	-0.318741607565533
5	999902	1658101	NA
5	1658402	1939201	0.124350261281314
5	1939502	2204701	0.270628061683408
5	2204702	2505301	0.209581857356086
5	2505302	2815201	0.1843483768472
5	2815202	3159601	0.170494516393
5	3159902	3522901	0.289755823715868
5	3522902	3910201	0.206845375775148
5	3912902	4414201	0.0788126451973793
5	4414202	5541301	0.228240985066272
5	5541902	6318601	0.177199421192947
5	6319202	7505701	0.101219762684085
5	7505702	8280901	0.197249163706328
5	8282402	9913801	0.0573279055661237
5	9914402	12900601	0.263426492602821
5	12900602	15588901	0.26970986758442
5	15591002	16675501	0.0420490970898237
5	16675502	16887001	0.0906283176890833
5	16887302	17148001	0.00716877124201567
5	17148902	17520601	0.182713712839766
5	17526602	18536101	0.257061216528753
5	18536102	20060401	0.303136911922544
5	20064602	22057801	0.143233911440004
5	22057802	24349201	0.247052249868978
5	24349802	26343301	0.304459982476325
5	26347202	27838801	0.208837514747859
5	27839402	29821201	0.153700474941425
5	29821202	31675201	0.171896412841498
5	31675502	31970701	0.0285263505484543
5	31971902	38163001	0.17393794033563
5	38163002	40202701	0.092022561116848
5	40206602	45312901	0.111758206748949
5	45313502	50585401	0.0266741466443142
5	50588702	57158401	0.0485004321343738
5	57158402	62275501	0.0416720825460396
5	62279702	71756701	0.165125376041114
5	71756702	78366001	0.0440194858764647
5	78407102	83879101	NA
5	83879402	87066001	0.188685934016062
5	87066002	89392801	-0.089692386452409
5	89392802	94580101	0.109102848183584
5	94580102	97890601	0.135438542265257
5	97890602	99626401	0.125118385646171
5	99626402	101516701	-0.146482528570009
5	101517602	105220801	0.0496064189357042
5	105220802	106734301	0.265177363840715
5	106734602	111832801	0.0662524683094225
5	111838802	114441301	0.122797884342081
5	114447002	117291901	-0.00124310890247472
5	117292202	120012601	-0.0153332348031894
5	120013202	122976901	0.0858891461374597
5	122984102	127662901	-0.0140376729386168
5	127662902	129564901	0.0774842265781948
5	129567002	135048901	0.0448776573260034
5	135048902	136568101	-0.0196086841753823
5	136572302	143304001	0.0333980372062428
5	143305202	145807801	0.238592797087404
5	145809302	150953401	-0.00604829600251327
5	150960002	152668801	0.106353643125384
5	152672702	154542001	0.0403256637292887
5	154542602	156336601	0.104050207081387
5	156338702	159196801	0.0892989529965128
5	159201602	160678201	0.113920721087638
5	160679102	162261601	0.268057276230155
5	162261602	163879801	0.19099883111191
5	163879802	164877601	0.175436589193731
5	164877602	165916801	0.183705549602912
5	165916802	167370001	0.24310318593253
5	167412002	168615001	0.0793969830791157
5	168615002	169362601	0.0210071875177203
5	169362602	169921201	-0.0448801594956873
5	169921202	170897401	0.0089954230483865
5	170897402	172969201	0.175508434521843
5	172969802	173871901	0.0754632580692354
5	173871902	174307201	0.0840029198291968
5	174307202	175217701	0.0506482623776859
5	175222202	177100501	0.0810791777616751
5	177103802	178007101	0.0126041096405689
5	178007102	178481401	0.140845094590645
5	178481402	178712101	0.11765634732615
5	178712102	178912201	0.039540488367498
5	178912202	179858101	0.135297258419238
6	1001702	2484601	0.144881719169936
6	2491802	4619401	0.102074381738333
6	4619402	6340501	0.00316094176973355
6	6345302	8174701	0.0923261847298359
6	8174702	9942301	0.125956133920765
6	9943202	10849501	0.121591148505034
6	10850102	13210501	0.14818232446061
6	13211102	18776401	0.00648892420259431
6	18776402	19743901	0.139915159308072
6	19743902	22282501	-0.020834713123953
6	22283102	26697301	0.043691504383299
6	26700302	28437601	0.145107723810646
6	28438202	30775201	0.147103351510142
6	30789902	33336301	0.153607367084471
6	33347402	37042201	0.143965134177759
6	37042202	41307901	0.0540493836792474
6	41307902	44556901	0.0797623840470522
6	44556902	47887501	-0.0465953259770589
6	47893502	50142601	0.137221873014175
6	50143202	55267201	0.265960809278938
6	55268402	58042801	0.212705707976087
6	58044302	63303901	0.151061728676465
6	63303902	66291901	0.290691403076272
6	66291902	68358601	0.146961865499592
6	68371202	70327201	0.294180916151434
6	70327202	72873901	0.119000999331742
6	72873902	73872001	0.0629383069099154
6	73872902	75667201	0.0143667751966841
6	75667202	80005201	0.159961223642227
6	80007302	86858701	0.140223941421803
6	86938202	91442401	0.0602400967675163
6	91442402	93907501	0.2619471816669
6	93907502	96811201	0.251464454071152
6	96815102	99009901	0.262202513886538
6	99009902	103050301	0.203484588111218
6	103056902	106447801	0.0892205062877774
6	106455302	113337001	0.0511530910460499
6	113337002	117391201	0.172712608704817
6	117414602	121934401	0.165063175047428
6	121934402	124493101	0.11802444322577
6	124493102	129521101	0.128296830440268
6	129525002	133594501	0.0599248040316622
6	133597502	146771401	0.0697795128386568
6	146772002	148626001	-0.00347871230834546
6	148626302	150504901	0.101053525053613
6	150510602	153461401	0.0457426957483559
6	153462602	155658901	0.151470927642732
6	155672702	156502801	0.0484114247512904
6	156502802	159511501	0.166441345360633
6	159514202	161681101	0.179459493427985
6	161685002	164572501	0.18438669374319
6	164572502	165641401	0.138942569649257
6	165641402	166128901	0.133490056206458
6	166128902	166562701	0.100148847487796
6	166562702	167169001	-0.0126841152452489
6	167169002	168838201	0.0370129967541918
6	168838502	169129501	0.350095995260458
6	169130102	169445101	0.141521915344193
6	169445402	169781101	0.0632814542500572
7	999602	1460401	0.0919615963997644
7	1460402	2962801	0.10490177868698
7	2962802	3209101	0.130409508225892
7	3209102	3615901	0.159603039984455
7	3615902	3950401	0.0197427863286265
7	3950702	4138201	0.196799947087273
7	4138502	4311601	NA
7	4311602	4641001	0.119303981567037
7	4641002	5155501	0.0565545011385983
7	5156402	7009801	0.206760133557467
7	7015202	9528601	0.116117789544917
7	9529802	13595701	0.22024338406373
7	13602002	18909301	0.180495821100327
7	18913802	20286001	0.153888591424094
7	20306102	22642501	0.125966565400537
7	22644302	25992601	0.259630461530198
7	26004902	28605601	0.00484778532527034
7	28606802	31330801	0.0372092204364942
7	31333202	32262601	0.103439972007434
7	32262602	35416501	0.125299147893543
7	35416502	39036001	0.0751264135743515
7	39038102	42191701	0.021166183812752
7	42192302	43234501	-0.075764355073762
7	43235402	45439201	0.119935720984902
7	45439202	48666301	0.0932398573604102
7	48666602	49967401	0.189172123212887
7	49974602	51699001	0.233089163889042
7	51699002	52914001	0.194961200181132
7	52914002	54417601	0.346609716654441
7	54418802	56314501	0.203291290636592
7	56316002	57162901	0.256199992429785
7	57164402	61746301	0.147706169098558
7	61746302	63028201	NA
7	63028502	64334101	0.0663995624691249
7	64334402	67437301	0.183006177278328
7	67440902	67857301	0.0938037337641044
7	67857302	68307901	0.212388230301557
7	68309402	70444501	0.140552814287973
7	70444502	70852501	0.263128886600791
7	70852802	71215801	0.129926764160459
7	71216402	71553001	0.0105734822487424
7	71553002	71911201	0.104125473676561
7	71911202	77614201	0.20783145241264
7	77614502	79576501	0.158488166808523
7	79577102	81048301	-0.0444043055608143
7	81050402	82380601	0.168927323309789
7	82380602	84208201	0.148209357851063
7	84216002	86213401	0.27717556014941
7	86216102	89188201	0.111551109630731
7	89189102	93958501	0.215204978023642
7	93960602	97511701	0.184841931793694
7	97512602	98366401	0.0792826390771392
7	98366702	101414401	0.197338835305692
7	101414402	106659901	0.0106354573024939
7	106659902	111313201	0.268112272579443
7	111338402	115432801	0.163851075289861
7	115434302	119695201	0.0589408654924836
7	119699102	123649801	0.140476805949598
7	123649802	126008701	0.219279259904756
7	126013802	129938101	-0.254468365054712
7	129939602	131604301	0.243810177370881
7	131605802	132192901	-0.0475718581087725
7	132192902	135518101	0.0133832291189142
7	135518102	136849201	0.290977611611584
7	136853102	141070501	0.125340023457768
7	141076202	142572301	0.0841420565436495
7	142572602	144930001	0.0479684991214371
7	144936602	146265001	0.256463452091368
7	146265902	147190201	0.195426074739715
7	147192602	147854401	0.16806656601937
7	147855002	150989101	0.181864606599915
7	150989102	153107701	0.191541512214313
7	153108002	153747001	0.253349583679724
7	153747302	154253401	0.389018197209254
7	154253702	154685701	0.236720688640264
7	154686002	155311501	0.201713904934819
7	155311502	156044101	0.246932113734936
7	156044402	157317001	0.228158002695266
7	157317002	157457101	0.0395739193479607
7	157457102	157617001	0.0633161347737094
7	157617002	157788601	0.142579412419111
7	157788902	158031901	0.29341797135583
7	158031902	158215501	0.105260569491485
7	158215502	158808301	0.0113145458857928
8	999602	1201201	-0.59601933652453
8	1201502	1380001	-0.694599302415914
8	1380002	1538401	-0.582924384131947
8	1539002	1819501	-0.749389505815948
8	1819502	2021401	-0.647476830585343
8	2021402	2217901	-0.592101897893961
8	2217902	2521201	-0.428776440687149
8	2521202	3053401	-0.387278325525483
8	3053402	3579601	-0.287129840026801
8	3579902	4243801	-0.326796041564978
8	4244102	4913701	-0.31633616781385
8	4914002	5654401	-0.260648275043221
8	5667302	6151201	-0.39943908726717
8	6151202	7155901	-0.44871768102503
8	7155902	10775101	-0.694645844581053
8	10775402	11106001	-0.482587814124214
8	11106302	12453901	-0.513692887393928
8	12453902	13750501	-0.473210590733135
8	13762202	14859001	-0.420321223458288
8	14859002	15891301	-0.316736383008423
8	15891302	19394701	-0.450322599553747
8	19394702	20225101	-0.618716572559524
8	20225102	20859601	-0.469691303320915
8	20861702	21476701	-0.395396190324464
8	21476702	22635901	-0.612377328617682
8	22636202	24093301	-0.529831204850988
8	24093302	25761001	-0.533299038728917
8	25768502	29529001	-0.379763891568724
8	29529002	32259601	-0.356497663603465
8	32260202	35173801	-0.461615059341464
8	35174102	36507301	NA
8	36521102	38983801	-0.288586744707123
8	38988902	40751101	-0.425528088642736
8	40751102	41205001	-0.451883794843369
8	41214002	43130701	-0.242729571656345
8	43136702	47290201	0.216875922563145
8	47290202	50284501	0.188296494047602
8	50293202	52315501	0.266159448904327
8	52315802	54037801	0.108919179458314
8	54038402	55440301	0.185311074366285
8	55440902	56274301	0.140193093642497
8	56274302	57335401	0.0553637745775462
8	57336002	59848801	0.0964795261993271
8	59852402	61266301	0.0875542546559366
8	61266302	64372801	0.251824143038994
8	64373102	68457001	0.162290355968496
8	68457602	69431101	0.0130431889522662
8	69431102	70714501	-0.0729067057950917
8	70714502	73027801	0.100266708273059
8	73030202	76550401	0.105183887715524
8	76576202	80473201	0.210287057363454
8	80475902	84156601	0.065214517777601
8	84157202	87975901	0.0613045840881671
8	87977702	89538001	0.303773325523851
8	89546702	92433301	0.154626115533012
8	92433302	93501001	0.102505991473193
8	93509102	95713201	0.140326579446682
8	95713802	102110101	0.0715884084726369
8	102110702	105962701	0.054647417258254
8	105963002	107338501	0.0189448813683725
8	107340902	108989701	0.00204033151072273
8	108990302	111766501	-0.111089396210107
8	111770402	113681401	0.105908649294226
8	113691902	115316701	0.221644812532382
8	115323902	116854501	0.174787910529507
8	116867402	118131301	0.008504874905093
8	118138802	122578801	-0.0117225204396507
8	122583302	128638801	0.0691104669544745
8	128641202	131919601	-0.00422177028995347
8	131921702	133538701	0.0905082448289801
8	133539302	135034801	0.114134878606588
8	135034802	136458601	0.0785675340111422
8	136458602	138360001	0.284894767996844
8	138360602	139699501	0.107591971552579
8	139700402	140271901	-0.288759914204355
8	140271902	142153201	0.0301074800702632
8	142167002	142621201	-0.0453940689673166
8	142621202	142985101	NA
8	142985102	143188501	0.0135786336637343
8	143188802	143540401	0.137309659220165
8	143540702	143844901	-0.00243827880988325
8	143844902	144190501	-0.121881765164225
9	1005902	2534401	-0.389303737732654
9	2546102	7752601	-0.439362377869755
9	7752602	10824001	-0.428624819699437
9	10824602	13513201	-0.181368959977503
9	13513802	16052701	-0.393744288851392
9	16052702	17603701	-0.489159342072579
9	17603702	19911301	-0.372669860693902
9	19918802	21727801	-0.492854837140633
9	21727802	25103701	-0.202889909767712
9	25112402	26655001	NA
9	26658902	28677301	-0.458233114959209
9	28683902	30482701	-0.234309172202538
9	30483002	32826601	-0.290607835198012
9	32826602	38538601	-0.374974657290945
9	38542202	41988301	-0.39071511555304
9	42152102	66582301	NA
9	66584102	71562301	-0.464201894991798
9	71566202	77205901	-0.434437402022038
9	77205902	79430401	-0.498844061595387
9	79430402	81513901	-0.460638878201355
9	81514202	82655401	-0.511787739032762
9	82655402	86924401	-0.397746478274944
9	86927102	87871201	-0.460399141411156
9	87871802	89396401	-0.519297348624706
9	89400302	90915601	-0.462657018647988
9	90915602	93645001	-0.451718769262765
9	93645002	94638601	-0.620016312841123
9	94639202	96694801	-0.44060395995014
9	96694802	101766001	-0.289910089954959
9	101766902	105417601	-0.548870699866711
9	105417902	108651601	-0.412437828335118
9	108654302	113656201	-0.426569502833849
9	113656802	119673601	-0.428992545001854
9	119673602	121839601	-0.268414812268422
9	121842302	123009601	-0.342103649296359
9	123012302	128957101	-0.296926806460682
9	128969402	132465601	-0.402303885379332
9	132465602	133989301	-0.373360919693752
9	133989302	135106801	-0.5735161197433
9	135107702	135632701	-0.568766040801717
9	135636602	136458901	-0.562007300535796
9	136458902	137470501	-0.536048203682096
9	137474102	137649601	-0.496829818268344
9	137649602	137818501	-0.370864095293924
9	137818802	138019201	-0.627879516770556
9	138019202	138217201	-0.454025600150838
9	138217202	138465601	-0.733491606088281
9	138465602	138673801	-0.570426816158418
9	138673802	140801101	-0.432898039631827
10	999902	1409401	-0.0628530540605559
10	1409402	1632301	0.104958528690316
10	1632302	1893901	0.0702341045494981
10	1893902	2234401	0.193814446217022
10	2234702	2611201	0.261516554322435
10	2611202	2979001	0.225551723464809
10	2979602	3349501	0.182080881739927
10	3351302	4327501	0.0628573274027823
10	4328402	6453001	0.140158119097218
10	6454502	6852601	0.102176855398859
10	6852602	7256401	-0.00165873965536011
10	7256402	7525501	0.0855998659378855
10	7525502	8318101	0.201966006850232
10	8319902	8897101	0.0604361784481097
10	8897402	9832501	-0.0248996551379596
10	9833102	10636201	0.0761354568474284
10	10640102	11033101	0.042696712371015
10	11034902	11382001	0.112288374313523
10	11382002	14186101	0.0932135391264404
10	14186102	15468301	0.128537341557679
10	15468902	16178401	0.16888816937223
10	16180802	17079301	0.03354104909739
10	17079602	17668501	0.00659425231564601
10	17668802	18738301	0.0233264895254192
10	18738602	20467801	-0.0282481626145016
10	20475602	21703801	0.1394269602326
10	21704102	24225901	0.241042896978289
10	24226802	26156101	0.0724566933231999
10	26156102	27970201	0.0883750212542558
10	27971102	31391101	0.0345189587840097
10	31391102	36482701	0.215313729357517
10	36482702	37052101	0.215023094675328
10	37052102	37874101	0.286945106944655
10	37875002	39120001	0.31774134180117
10	39120302	43365601	0.156913210177611
10	43365602	44183701	-0.0401349931866305
10	44183702	45232201	-0.196138403817104
10	45233702	48428701	0.0248645037902113
10	48428702	50147401	-0.0768544150716726
10	50147402	53280901	-0.043167065377551
10	53280902	56076901	0.0773877741913451
10	56076902	58346401	0.215057659046858
10	58350902	63342601	0.0139311618046277
10	63350702	67189501	0.0435271653729878
10	67191302	71483401	-0.167934158426647
10	71487302	72807901	NA
10	72807902	79959301	-0.521728434826476
10	79960202	83673001	-0.452723624724064
10	83673902	85248001	-0.276571583539675
10	85258502	87845701	-0.181149910747754
10	87845702	95097301	-0.431694437852444
10	95110802	99858901	-0.342652561107459
10	99860702	102087601	-0.613551951090897
10	102089402	106265101	-0.507433138741973
10	106265102	107588101	0.128029326284707
